q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,Country,Year,Income Group,Susceptibility,q27
15 or above,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Maldives,2019,Upper middle income,non-susceptible,no
15 or above,,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Maldives,2019,Upper middle income,susceptible,yes
15 or above,,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Maldives,2019,Upper middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
15 or above,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Maldives,2019,Upper middle income,susceptible,yes
15 or above,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Maldives,2019,Upper middle income,susceptible,no
15 or above,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Maldives,2019,Upper middle income,susceptible,no
15 or above,,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Maldives,2019,Upper middle income,susceptible,yes
13 or below,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
13 or below,,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Maldives,2019,Upper middle income,non-susceptible,no
13 or below,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Maldives,2019,Upper middle income,non-susceptible,yes
13 or below,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,,,,Maldives,2019,Upper middle income,susceptible,yes
13 or below,,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Maldives,2019,Upper middle income,susceptible,yes
13 or below,,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Maldives,2019,Upper middle income,non-susceptible,no
13 or below,,Yes,No,No,No,Yes,Yes,Yes,,,Yes,No,Yes,Yes,Maldives,2019,Upper middle income,susceptible,yes
15 or above,Male,No,No,No,Yes,Yes,,Yes,Yes,,No,Yes,Yes,Yes,Maldives,2019,Upper middle income,susceptible,yes
13 or below,Male,,Yes,No,,No,,Yes,Yes,No,Yes,No,Yes,No,Maldives,2019,Upper middle income,susceptible,yes
13 or below,Male,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Maldives,2019,Upper middle income,susceptible,no
13 or below,Male,No,No,No,No,,,,,,No,No,Yes,,Maldives,2019,Upper middle income,susceptible,yes
13 or below,Male,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Maldives,2019,Upper middle income,non-susceptible,no
13 or below,Male,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Maldives,2019,Upper middle income,non-susceptible,no
13 or below,Male,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Maldives,2019,Upper middle income,non-susceptible,yes
14 years,Male,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Maldives,2019,Upper middle income,non-susceptible,no
14 years,Male,,Yes,Yes,,,Yes,,Yes,,Yes,No,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
15 or above,Male,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Maldives,2019,Upper middle income,non-susceptible,yes
15 or above,Male,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Maldives,2019,Upper middle income,susceptible,no
15 or above,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Maldives,2019,Upper middle income,susceptible,yes
14 years,Male,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Maldives,2019,Upper middle income,non-susceptible,yes
15 or above,Male,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
14 years,,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Maldives,2019,Upper middle income,susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Maldives,2019,Upper middle income,susceptible,yes
13 or below,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
14 years,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Maldives,2019,Upper middle income,susceptible,no
14 years,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
14 years,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Maldives,2019,Upper middle income,non-susceptible,yes
14 years,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
13 or below,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Maldives,2019,Upper middle income,susceptible,yes
13 or below,Male,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Maldives,2019,Upper middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Maldives,2019,Upper middle income,non-susceptible,no
13 or below,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Maldives,2019,Upper middle income,non-susceptible,yes
13 or below,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Maldives,2019,Upper middle income,susceptible,no
13 or below,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Maldives,2019,Upper middle income,susceptible,yes
13 or below,,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Maldives,2019,Upper middle income,susceptible,yes
14 years,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
14 years,Male,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Maldives,2019,Upper middle income,susceptible,no
13 or below,Male,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Maldives,2019,Upper middle income,susceptible,yes
13 or below,Male,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Maldives,2019,Upper middle income,non-susceptible,no
13 or below,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Maldives,2019,Upper middle income,susceptible,yes
13 or below,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
14 years,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
14 years,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Maldives,2019,Upper middle income,susceptible,yes
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Maldives,2019,Upper middle income,non-susceptible,no
15 or above,Male,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Maldives,2019,Upper middle income,susceptible,yes
13 or below,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Maldives,2019,Upper middle income,non-susceptible,no
15 or above,Male,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Myanmar,2016,Lower middle income,susceptible,no
13 or below,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
13 or below,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
14 years,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,yes
14 years,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
14 years,Male,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
14 years,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
14 years,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
14 years,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
14 years,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
14 years,Male,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
14 years,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
14 years,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
14 years,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,Male,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
13 or below,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
14 years,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
14 years,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
14 years,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
14 years,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,,,Yes,,,,Yes,,Yes,Yes,No,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
14 years,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,,,Yes,Yes,Yes,No,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
14 years,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
14 years,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,no
15 or above,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,no
15 or above,,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
14 years,Male,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,Male,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,Yes,No,No,No,,,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,Male,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,yes
15 or above,Male,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Myanmar,2016,Lower middle income,susceptible,yes
15 or above,Male,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Myanmar,2016,Lower middle income,susceptible,no
15 or above,Male,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Myanmar,2016,Lower middle income,non-susceptible,no
15 or above,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Myanmar,2016,Lower middle income,susceptible,no
