q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26
6.0,,2.0,1.0,,2.0,3.0,3.0,3.0,1,4.0,3.0,,,,,2.0,,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
6.0,,2.0,1.0,,2.0,3.0,3.0,3.0,1,4.0,3.0,,,,,2.0,,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
6.0,,2.0,1.0,,2.0,3.0,3.0,3.0,1,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,2.0,,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0
1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1,1.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1,1.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,5.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1,5.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,3.0,2.0,2.0,4.0,,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0
1.0,2.0,2.0,,2.0,2.0,1.0,1.0,4.0,1,1.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0
6.0,,2.0,1.0,,2.0,3.0,3.0,4.0,1,4.0,3.0,,,,,2.0,,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
6.0,,2.0,1.0,,2.0,3.0,3.0,4.0,1,4.0,3.0,,,,,2.0,,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
6.0,,2.0,1.0,,2.0,3.0,3.0,4.0,1,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1,5.0,3.0,5.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1,3.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,1.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,1.0,5.0,5.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,2.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,5.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2,3.0,,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,,1.0,1.0,3.0,2,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,1.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,1.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2,1.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0
1.0,,2.0,2.0,,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,5.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,5.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2,5.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2,5.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,,2.0,2.0,1.0,1.0,5.0,2,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2,5.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,,2.0,2.0,,1.0,2.0,3.0,2,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0
1.0,1.0,,2.0,1.0,,1.0,1.0,6.0,2,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,1.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,,2.0,1.0,1.0,3.0,1,5.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,3.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,,2.0,
1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1,5.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,3.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0
1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1,3.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1,3.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,,2.0,2.0,,2.0,1.0,1.0,3.0,1,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,4.0,2.0,,,1.0,2.0,3.0,3.0,,3.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,2.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,2.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0
,2.0,2.0,2.0,,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0
1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0
